"","Species","Order","Family","Genus","SV","presence","genome.assembly","ott_id","flags","tips","SV.not.in.figure","image.files","description","Source"
"543","Dolloidraco longedorsalis","Perciformes/Notothenioidei","Artedidraconidae","Dolloidraco","3.5","present","y",268810,"","Dolloidraco longedorsalis","","Dolloidraco_longedorsalis_drawing_lateral","","DOI:10.3390/d16040214"
"544","Dolloidraco longedorsalis","Perciformes/Notothenioidei","Artedidraconidae","Dolloidraco","3.5","present","y",268810,"","Dolloidraco longedorsalis","","Dolloidraco_longedorsalis_drawing_lateral_ventral Dolloidraco_longedorsalis_image_sagittal_section","For example, within the brain circumventricular organs such as paraventricular organs, posterior tuberal nucleus, saccus vasculosus, the subcommissural organ, and supramedullary neurons are well developed.","10.1002/jmor.10068"
"545","Epinephelus coioides","Perciformes/Serranoidei","Epinephelidae","Epinephelus","3.5","present","y",457795,"","Epinephelus coioides","","","","https://doi.org/10.3390/ijms23052614"
"546","Gymnodraco acuticeps","Perciformes/Notothenioidei","Bathydraconidae","Gymnodraco","3.5","present","y",781785,"","Gymnodraco acuticeps","","Gymnodraco_acuticeps_drawing_lateral","","DOI:10.3390/d16040214"
"547","Gymnodraco acuticeps","Perciformes/Notothenioidei","Bathydraconidae","Gymnodraco","3.5","present","y",781785,"","Gymnodraco acuticeps","","","""the inferior lobes are moderately large, as is the saccus vasculosus""","doi.org/10.1002/jmor.10140"
"548","Hoplerythrinus unitaeniatus","Characiformes","Erythrinidae","Hoplerythrinus","3.5","present","",719840,"","Hoplerythrinus unitaeniatus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"549","Larimichthys crocea","Eupercaria/misc","Sciaenidae","Larimichthys","3.5","present","y",679823,"","Larimichthys crocea","","Larimichthys_crocea_cross_section_fig6.png
Larimichthys_crocea_drawing_sagittal_fig6.png","","doi:10.7150/ijbs.81055"
"550","Lepisosteus osseus","Lepisosteiformes","Lepisosteidae","Lepisosteus","3.5","present","y",519445,"","Lepisosteus osseus","","","""behind the pituitary is a large saccus vasculosus""","https://books.google.ca/books?hl=en&lr=&id=9k8Ty4lnH_EC&oi=fnd&pg=PA1&dq=%22Poecilia+Formosa%22+AND+%22saccus+vasculosus%22&ots=BMO8y4h_0u&sig=wBGdyG11_Yx70Z9qR9p4F2LHOLA#v=onepage&q=saccus&f=false"
"551","Lepisosteus osseus","Lepisosteiformes","Lepisosteidae","Lepisosteus","3.5","present","y",519445,"","Lepisosteus osseus","","","","https://doi.org/10.1159/000143034"
"552","Mugil cephalus","Mugiliformes","Mugilidae","Mugil","3.5","present","y",418648,"","Mugil cephalus","","","","chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://bvmj.journals.ekb.eg/article_96440_4ca6e63e35b0bb680dabd86bfe2161e3.pdf"
"553","Myloplus rubripinnis","Characiformes","Serrasalmidae","Myloplus","3.5","present","",753357,"","Myloplus rubripinnis","","","""The Saccus vasculosus is conspicuous, visible as an elliptical structure in M. torquatus (Fig. 8 C) and developed and longitudinally elongated in M. rubripinnis (Fig. 9 C)"" (translated)","http://hdl.handle.net/11612/2926"
"554","Chitala chitala","Osteoglossiformes","Notopteridae","Chitala","3.5","present","",863123,"","Chitala chitala","","Notopterus_chitala_drawing_ventral_fig1 .png
Notopterus_chitala_sagittal_drawing_fig2.png","","https://api.semanticscholar.org/CorpusID:7320450"
"555","Chitala chitala","Osteoglossiformes","Notopteridae","Chitala","3.5","present","",863123,"","Chitala chitala","","","","https://doi.org/10.1016/j.jmau.2016.10.001"
"556","Notothenia coriiceps","Perciformes/Notothenioidei","Nototheniidae","Notothenia","3.5","present","y",258643,"","Notothenia coriiceps","","","","https://doi.org/10.1007/s003000050313"
"557","Oncorhynchus mykiss (species in domain Eukaryota)",NA,NA,NA,"3.5","present","y",165368,"","Oncorhynchus mykiss (species in domain Eukaryota)","","","","https://www.proquest.com/docview/301366583?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses (no doi)"
"558","Oncorhynchus mykiss (species in domain Eukaryota)",NA,NA,NA,"3.5","present","y",165368,"","Oncorhynchus mykiss (species in domain Eukaryota)","","","","https://doi.org/10.1093/icb/22.2.287"
"559","Paraliparis devriesi","Perciformes/Cottoidei","Liparidae","Paraliparis","3.5","present","",3631818,"","Paraliparis devriesi","","","""a large 
pituitary and saccus vasculosus""","doi.org/10.1643/CG-08-157"
"560","Pimelodus maculatus","Siluriformes","Pimelodidae","Pimelodus","3.5","present","y",386663,"","Pimelodus maculatus","","","""Saccus vasculosus is well developed with
posteroventral projection of the diencephalon"" (translated)","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"561","Porichthys notatus","Batrachoidiformes","Batrachoididae","Porichthys","3.5","present","",720409,"","Porichthys notatus","","Porichthys_notatus_image_cross_section_Fig1.png","","https://doi.org/10.1002/cne.24765"
"562","Porichthys notatus","Batrachoidiformes","Batrachoididae","Porichthys","3.5","present","",720409,"","Porichthys notatus","","","","https://doi.org/10.1002/1096-9861(20000703)422:3<363::AID-CNE4>3.0.CO;2-8"
"563","Rhoadsia altipinna","Characiformes","Characidae","Rhoadsia","3.5","present","",3625978,"","Rhoadsia altipinna","","","""the Saccus vasculosus is rounded and located
between the Hypotalhamus and the Lobus inferior hypothalami'","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"564","Salminus hilarii","Characiformes","Bryconidae","Salminus","3.5","present","",180301,"","Salminus hilarii","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"565","Satan eurystomus","Siluriformes","Ictaluridae","Satan","3.5","present","",3624005,"","Satan eurystomus","","","""A very conspicuous feature in the brain
anatomy of both Texas blindcats is the hyper-
trophy of the saccus vasculosus, a ventral evag-
ination of the midbrain, which was filled with
erythrocytes within its extensive network of
blood vessels""","https://doi.org/10.2307/1447075"
"566","Schizodon nasutus","Characiformes","Anostomidae","Schizodon","3.5","present","",469757,"","Schizodon nasutus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"567","Scorpaena porcus","Perciformes/Scorpaenoidei","Scorpaenidae","Scorpaena","3.5","present","",223715,"","Scorpaena porcus","","","","https://doi.org/10.1134/S0032945221010161"
"568","Scyliorhinus canicula","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","3.5","present","",1026500,"","Scyliorhinus canicula","","","","10.6092/unibo/amsdottorato/654"
"569","Tetragonopterus argenteus","Characiformes","Characidae","Tetragonopterus","3.5","present","",282555,"","Tetragonopterus argenteus","","","","https://doi.org/10.11606/T.59.2014.tde-18122014-143500"
"570","Trematomus bernacchii","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","y",985361,"","Trematomus bernacchii","","Trematomus_bernacchii_drawing_lateral","","DOI:10.3390/d16040214"
"571","Trematomus lepidorhinus","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","",985371,"","Trematomus lepidorhinus","","Trematomus_lepidorhinus_drawing_lateral_fig11c","","https://doi.org/10.1007/s00300-020-02794-0"
"572","Trematomus bernacchii","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","y",985361,"","Trematomus bernacchii","","","","https://doi.org/10.1002/jmor.1052230107"
"573","Trematomus loennbergii","Perciformes/Notothenioidei","Nototheniidae","Trematomus","3.5","present","y",985377,"","Trematomus loennbergii","","Trematomus_loennbergii_drawing_lateral_fig11d","","https://doi.org/10.1007/s00300-020-02794-0"
"574","Amblyopsis spelaea","Percopsiformes","Amblyopsidae","Amblyopsis","1","present","y",223533,"","Amblyopsis spelaea","","amblyopsis spelaea ventral drawing","",""
"575","Boleophthalmus pectinirostris","Gobiiformes","Oxudercidae","Boleophthalmus","3","present","y",47553,"","Boleophthalmus pectinirostris","","Boleophthalmus_pectinirostris_image_ventral","","https://doi.org/10.1159/000528498"
"576","Mystus gulio","Siluriformes","Bagridae","Mystus","3.5","present","",728947,"","Mystus gulio","","Mystus_gulio_drawing_ventral","","https://sciresol.s3.us-east-2.amazonaws.com/IJST/Articles/2012/Issue-5/Article16.pdf"
"577","Etroplus suratensis","Cichliformes","Cichlidae","Etroplus","1","present","y",640316,"","Etroplus suratensis","","Etroplus_suratensis_drawing_ventral","","https://sciresol.s3.us-east-2.amazonaws.com/IJST/Articles/2012/Issue-5/Article16.pdf"
"578","Gadus morhua (species in domain Eukaryota)",NA,NA,NA,"0","absent","y",114170,"","Gadus morhua (species in domain Eukaryota)","","Gadus_morhua_drawing_sagittal_section","","https://doi.org/10.1017/S0007114512004345"
"579","Gadus morhua (species in domain Eukaryota)",NA,NA,NA,"0","absent","y",114170,"","Gadus morhua (species in domain Eukaryota)","","Gadus_morhua_drawing_lateral","","https://doi.org/10.1016/0742-8413(87)90203-9"
"580","Gadus morhua (species in domain Eukaryota)",NA,NA,NA,"0","absent","y",114170,"","Gadus morhua (species in domain Eukaryota)","","Gadus_morhua_cross_sections Gadus_morhua_cross_sections2","","https://doi.org/10.1371/journal.pone.0153743"
"581","Astronotus ocellatus","Cichliformes","Cichlidae","Astronotus","3","present","",952936,"","Astronotus ocellatus","","Astronotus_ocellatus_image_sagittal","","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"582","Etroplus maculatus",NA,NA,NA,"1","present","",493427,"","Etroplus maculatus","","Etroplus_maculatus_image_sagittal","","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"583","Andinoacara latifrons","Cichliformes","Cichlidae","Andinoacara","3","present","",334264,"","Andinoacara latifrons","","","under ""well developped"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"584","Rocio octofasciata","Cichliformes","Cichlidae","Rocio","3","present","",570005,"","Rocio octofasciata","","","under ""well developped"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"585","Heros severus","Cichliformes","Cichlidae","Heros","3","present","",547065,"","Heros severus","","","under ""well developped"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"586","Haplochromis sp.",NA,NA,NA,"0","absent","",737833,"not_otu, incertae_sedis","Haplochromis sp.","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"587","Hemichromis bimaculatus",NA,NA,NA,"0","absent","",312269,"","Hemichromis bimaculatus","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"588","Pelvicachromis taeniatus","Cichliformes","Cichlidae","Pelvicachromis","0","absent","",66663,"","Pelvicachromis taeniatus","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"589","Steatocranus casuarius","Cichliformes","Cichlidae","Steatocranus","0","absent","",911145,"","Steatocranus casuarius","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"590","Oreochromis esculentus","Cichliformes","Cichlidae","Oreochromis","0","absent","",406449,"sibling_higher","Oreochromis esculentus","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"591","Coptodon zillii","Cichliformes","Cichlidae","Coptodon","0","absent","",862692,"","Coptodon zillii","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"592","Oreochromis spilurus","Cichliformes","Cichlidae","Oreochromis","0","absent","",5558327,"sibling_higher","Oreochromis spilurus","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"593","Tilapia sparrmanii","Cichliformes","Cichlidae","Tilapia","0","absent","",911151,"","Tilapia sparrmanii","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"594","Oreochromis variabilis","Cichliformes","Cichlidae","Oreochromis","0","absent","",688559,"sibling_higher","Oreochromis variabilis","","","under ""absent"" in table","https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1095-8649.1970.tb03282.x"
"595","Clarias batrachus","Siluriformes","Clariidae","Clarias","0","absent","y",107857,"","Clarias batrachus","","Clarias_batrachus_image_drawing_sagittal","","https://doi.org/10.1007/s00429-019-01899-5"
"596","Tor putitora","Cypriniformes","Cyprinidae","Tor",NA,"present","",720179,"","Tor putitora","","Tor_putitora_image_ventral","","https://doi.org/10.1590/1519-6984.231509"
"597","Gadella jordani","Gadiformes","Moridae","Gadella","3","present","",89173,"","Gadella jordani","","Physiculus_inbarbatum_drawing_lateral","","https://doi.org/10.11369/jji1950.13.103"
"598","Bregmaceros japonicus","Gadiformes","Bregmacerotidae","Bregmaceros","0","absent","",3630525,"","Bregmaceros japonicus","","Bregmaceros_japonicus_drawing_lateral","In Bregmacerotidae, the brain is cylindrical in general appearance, the
olfactory tract is very short, the surface of the olfactory lobe is almost smooth, the
cerebellar corpus is strikingly depressed, and the inferior lobe, acoustic-lateral area
and vascular sac are not developed. ","https://doi.org/10.11369/jji1950.13.103"
"599","Coelorinchus smithi","Gadiformes","Macrouridae","Coelorinchus","3","present","",759483,"","Coelorinchus smithi","","Coelorhynchus_smithi_drawing_lateral","","https://doi.org/10.11369/jji1950.13.103"
"600","Hydrolagus colliei","Chimaeriformes","Chimaeridae","Hydrolagus",NA,"present","",29493,"extinct_inherited, incertae_sedis","Hydrolagus colliei","","Hydrolagus_colliei_sagittal_image","","https://doi.org/10.1002/jmor.1051160308"
"601","Opsanus beta","Batrachoidiformes","Batrachoididae","Opsanus","1","present","y",478186,"","Opsanus beta","","Opsanus_beta_drawing_sagittal","","https://doi.org/10.1007/BF00384735"
"602","Microlepidogaster perforatus",NA,NA,NA,"unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",949995,"","Microlepidogaster perforatus","","microlepidogaster perforata image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"603","Hypostomus ancistroides","Siluriformes","Loricariidae","Hypostomus","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",698168,"","Hypostomus ancistroides","","Hypostomus ancistroides image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"604","Eurycheilichthys pantherinus","Siluriformes","Loricariidae","Eurycheilichthys","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",78431,"","Eurycheilichthys pantherinus","","Hypostomus ancistroides image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"605","Acestridium discus","Siluriformes","Loricariidae","Acestridium","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",925559,"","Acestridium discus","","Acestridium discus image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"606","Neoplecostomus langeanii","Siluriformes","Loricariidae","Neoplecostomus","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",92659,"","Neoplecostomus langeanii","","Acestridium discus image ventral lateral","","doi/epdf/10.1111/jzs.12424"
"607","Otothyris rostrata","Siluriformes","Loricariidae","Otothyris","unsure if P or SV (see https://www.researchgate.net/figure/Brain-gross-morphology-of-species-of-Pseudopimelodidae-in-ventral-view-A-Batrochoglanis_fig7_341803701 for other photos of catfish brains with both SV and P)","present","",3622970,"","Otothyris rostrata","","Otothyris rostrata image ventral lateral","","doi/epdf/10.1111/jzs.12424"
